ResidenceZipCode	PartyName	VBMReturnStatus	VBMReturnChallenge	ChallengeDiscription
94941	Other	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Green	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94963	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94973	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94938	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94938	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94973	Green	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94957	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94957	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94924	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94956	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94973	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94957	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94957	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94970	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94973	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94956	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94973	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94930	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94973	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94920	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94904	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94963	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94925	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Republican	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94939	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94960	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94965	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94949	American Independent	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Green	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94945	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94903	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94941	No Party Preference	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94947	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94957	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
94901	Democratic	Challenged                                        	No Sig Match	Signature on return envelope does not match affidavit
